vendor_id,order_hour,day_of_week,item_count,is_peak_hour,historical_delay_avg,prep_time_minutes
192,14,3,5,0,7.62,22.66
198,12,0,6,1,8.76,28.77
176,9,6,7,0,0.82,23.65
140,19,5,5,1,10.31,25.94
164,16,5,4,0,3.98,20.91
179,15,0,10,0,7.37,33.24
130,8,4,1,0,1.18,8.49
18,22,1,3,0,2.86,16.05
6,17,2,10,0,0.82,30.07
122,16,6,9,0,7.17,35.36
103,7,4,2,0,1.65,8.57
73,13,0,8,1,0.37,25.14
39,15,6,3,0,4.31,20.43
3,6,2,3,0,4.71,15.82
69,11,4,3,0,0.0,11.42
199,19,2,5,1,8.23,31.56
34,16,4,8,0,8.74,26.77
200,21,2,1,1,4.42,16.4
21,18,1,6,1,1.83,22.31
51,16,4,4,0,10.4,19.18
119,1,0,6,0,5.81,30.03
112,14,0,4,0,1.51,19.81
134,12,1,2,1,0.91,12.99
198,12,3,4,1,6.29,23.16
43,17,3,4,0,0.0,10.07
129,10,0,3,0,1.12,18.49
60,0,6,9,0,3.01,27.82
189,19,6,2,1,2.26,19.48
93,11,4,11,0,3.65,30.27
124,16,5,4,0,0.56,19.29
39,20,4,2,1,3.05,20.09
133,12,5,10,1,0.22,36.58
136,9,5,2,0,1.24,14.38
16,8,1,5,0,0.0,19.81
127,13,2,6,1,4.47,27.59
153,18,2,2,1,1.96,15.89
59,10,6,4,0,0.78,17.86
7,17,3,7,0,0.0,23.34
91,19,3,5,1,0.0,19.63
162,14,4,7,0,3.4,19.33
140,14,6,9,0,10.14,37.45
6,21,0,3,1,0.0,18.44
103,15,2,2,0,1.38,11.81
193,12,5,11,1,7.27,34.12
41,21,0,9,1,2.71,24.35
63,13,1,8,1,5.57,27.84
119,19,2,10,1,8.39,38.53
86,18,3,2,1,0.0,16.37
39,20,5,10,1,2.65,33.97
195,12,6,11,1,0.83,29.67
60,20,5,11,1,2.45,35.34
107,9,0,6,0,0.74,16.88
172,4,2,5,0,0.06,18.07
126,23,6,11,0,2.12,29.31
82,17,2,9,0,2.14,29.29
107,15,3,1,0,2.76,10.24
167,22,3,10,0,3.01,34.0
109,20,6,8,1,2.29,29.93
32,17,1,7,0,2.94,25.03
187,19,3,5,1,4.58,23.26
182,16,3,2,0,0.55,10.92
111,11,6,3,0,1.36,15.83
13,15,1,4,0,5.9,19.78
38,12,4,6,1,0.2,21.82
68,15,5,5,0,3.91,17.3
95,0,6,1,0,4.26,17.14
64,19,5,10,1,1.42,39.27
118,15,0,3,0,1.27,15.35
20,23,4,11,0,0.75,25.6
45,19,5,4,1,1.42,22.27
53,19,0,5,1,7.21,25.42
134,14,3,1,0,0.82,6.97
156,6,4,1,0,1.02,14.23
37,10,1,11,0,0.0,30.4
158,12,4,10,1,4.92,34.31
105,18,2,4,1,8.19,24.69
39,13,0,2,1,3.7,15.5
86,19,2,11,1,3.08,39.64
121,14,2,8,0,4.77,30.35
58,17,4,10,0,0.16,24.21
96,1,0,3,0,0.56,14.48
181,12,0,8,1,0.38,23.9
135,14,0,3,0,7.67,16.72
90,20,5,9,1,3.55,30.77
21,15,4,10,0,2.47,31.1
136,21,5,1,1,1.85,13.43
141,23,4,4,0,11.09,24.45
183,6,3,10,0,6.22,27.34
111,10,3,8,0,0.23,21.05
193,23,4,4,0,9.29,22.9
144,22,2,1,0,0.89,4.14
157,18,2,4,1,2.5,15.19
74,19,5,11,1,3.66,39.74
120,13,3,4,1,0.24,17.61
19,16,0,5,0,1.92,18.81
55,6,0,8,0,2.16,25.93
4,18,1,4,1,1.47,23.1
121,19,6,3,1,4.25,25.9
99,17,6,6,0,0.23,20.58
9,9,6,2,0,3.62,16.08
40,21,3,6,1,2.35,18.61
153,13,4,6,1,0.0,23.74
184,16,5,11,0,6.49,32.81
95,15,0,8,0,3.89,25.14
152,17,0,5,0,0.97,15.5
6,23,2,11,0,0.0,28.81
92,20,3,5,1,3.46,26.93
100,17,3,11,0,2.09,28.45
156,19,0,7,1,1.44,26.57
79,10,0,10,0,1.45,22.34
9,21,4,11,1,3.83,29.9
59,10,3,5,0,0.0,18.36
142,10,6,8,0,2.48,23.8
56,13,6,1,1,9.08,28.1
124,13,5,3,1,0.0,22.17
31,9,5,11,0,3.36,30.68
73,17,6,1,0,0.17,9.08
73,7,1,10,0,0.0,22.95
41,7,2,7,0,0.73,16.95
154,21,1,6,1,4.23,22.41
24,18,5,4,1,2.51,22.4
33,12,4,7,1,0.51,25.51
11,10,5,2,0,0.0,16.62
198,19,5,9,1,6.07,41.44
41,18,1,11,1,1.28,32.33
86,20,6,6,1,0.13,27.28
116,18,2,7,1,4.39,27.16
95,7,0,6,0,5.17,22.16
127,17,1,1,0,5.9,12.35
23,12,5,10,1,0.12,37.52
30,18,4,4,1,0.09,15.22
132,12,4,10,1,0.45,30.09
182,12,5,6,1,0.43,25.09
146,10,2,4,0,0.33,12.79
141,19,0,6,1,10.46,29.58
38,22,4,3,0,0.51,11.88
87,13,3,7,1,3.22,36.22
81,18,0,7,1,4.34,23.41
121,17,1,11,0,6.16,29.98
97,18,4,1,1,0.86,12.81
98,9,0,7,0,2.23,24.58
92,17,0,8,0,5.02,28.73
4,18,6,9,1,4.86,36.32
91,15,6,4,0,0.18,16.24
187,9,4,10,0,4.76,31.14
182,13,6,1,1,0.0,17.88
79,12,4,6,1,1.75,21.46
157,23,2,10,0,4.73,31.17
57,10,6,2,0,0.0,14.78
176,19,5,2,1,0.33,15.21
107,20,1,5,1,1.05,25.02
176,11,1,8,0,0.0,21.84
7,18,0,3,1,0.0,17.54
10,9,2,4,0,3.6,11.95
111,7,4,2,0,1.81,14.76
118,20,1,4,1,1.25,19.04
108,21,6,1,1,4.47,16.66
131,18,2,7,1,1.17,28.52
156,22,6,9,0,1.92,31.33
176,11,0,1,0,0.76,9.95
174,22,6,10,0,0.0,27.27
59,8,6,9,0,1.32,27.78
115,7,5,7,0,2.19,23.95
121,18,5,3,1,5.51,24.12
161,19,0,2,1,2.95,21.77
15,18,0,4,1,1.55,21.84
58,13,0,10,1,1.05,31.58
34,8,3,6,0,8.36,20.48
191,12,0,5,1,0.55,25.34
43,3,3,1,0,0.0,14.62
119,8,1,6,0,6.0,21.45
3,12,2,11,1,4.92,35.09
179,14,2,5,0,8.51,19.79
125,15,2,6,0,0.87,19.62
59,21,6,9,1,0.92,31.96
149,20,1,4,1,1.97,21.05
44,19,4,10,1,6.24,32.12
45,21,6,3,1,1.81,16.97
5,11,3,8,0,0.0,23.48
103,13,5,1,1,0.5,19.38
162,11,5,9,0,2.12,25.9
142,20,6,1,1,0.8,19.56
125,11,5,4,0,0.66,19.38
62,13,0,11,1,1.6,40.23
83,16,5,1,0,0.27,6.72
20,18,3,1,1,0.79,16.44
73,16,3,2,0,2.28,16.06
182,5,4,9,0,0.0,26.5
155,6,4,3,0,12.68,18.81
139,20,1,7,1,1.63,23.15
153,17,3,5,0,0.13,11.61
101,21,3,7,1,0.0,25.39
36,10,2,10,0,4.98,32.99
2,8,0,9,0,9.66,33.53
134,19,1,6,1,0.2,21.39
151,19,1,5,1,8.01,31.37
11,14,1,4,0,0.78,17.25
174,12,6,6,1,1.83,25.88
173,16,2,11,0,2.48,27.74
4,12,3,1,1,2.13,15.38
7,10,6,3,0,0.89,11.94
58,7,6,1,0,0.0,11.07
186,19,1,3,1,3.06,18.95
101,21,0,6,1,0.0,24.54
48,18,3,2,1,2.23,16.25
82,10,3,4,0,3.21,22.7
190,8,1,3,0,1.66,18.67
7,20,5,10,1,0.54,32.58
93,22,4,4,0,4.28,21.6
79,12,1,4,1,1.66,21.33
7,10,3,10,0,0.0,29.86
149,9,4,2,0,0.0,13.76
155,17,2,5,0,13.51,25.45
77,16,1,10,0,3.57,24.77
115,23,5,4,0,0.75,15.91
120,19,0,1,1,1.6,16.9
184,12,2,9,1,5.95,31.68
62,18,6,3,1,0.77,22.06
77,11,4,11,0,3.56,29.52
119,14,4,7,0,6.09,28.89
9,14,0,10,0,3.52,31.07
30,20,6,6,1,0.0,21.6
162,1,0,4,0,2.26,21.63
99,15,1,8,0,0.0,22.65
146,9,3,3,0,0.96,16.12
85,10,1,7,0,0.47,21.77
92,23,3,1,0,4.67,9.25
158,11,0,4,0,5.35,21.36
77,18,4,9,1,3.56,27.73
197,21,4,5,1,3.58,21.11
68,13,5,5,1,3.4,28.4
2,12,3,10,1,9.21,39.95
142,20,0,3,1,0.3,15.93
8,19,4,2,1,7.54,20.16
15,18,0,7,1,1.47,22.37
32,13,0,11,1,0.91,33.38
176,18,0,2,1,0.63,10.54
129,3,1,4,0,0.0,17.14
160,13,5,10,1,2.97,34.57
159,13,3,1,1,0.0,12.84
108,19,0,2,1,4.66,19.4
37,21,4,10,1,1.41,27.19
27,16,1,8,0,0.96,25.39
73,11,5,3,0,0.3,12.48
193,9,6,10,0,7.78,34.12
143,21,4,8,1,3.11,29.95
159,10,5,11,0,0.0,26.98
7,17,2,6,0,0.38,19.58
130,9,1,7,0,2.02,20.39
81,17,3,4,0,5.51,20.57
191,18,0,1,1,0.32,18.61
126,17,1,4,0,0.91,19.77
151,12,6,6,1,5.24,31.97
116,19,5,4,1,7.47,25.43
6,11,1,11,0,0.0,28.65
149,19,5,4,1,0.0,21.39
72,20,3,8,1,1.79,25.63
68,20,1,4,1,4.76,17.31
18,23,1,1,0,4.09,11.05
7,19,2,4,1,0.26,22.82
166,16,5,9,0,5.47,32.48
119,19,0,5,1,4.95,24.73
188,19,0,4,1,3.62,16.46
39,21,5,6,1,3.16,29.63
182,12,3,3,1,1.03,18.47
147,7,0,11,0,3.06,29.83
160,13,1,4,1,4.56,25.25
147,22,5,7,0,4.3,23.95
66,18,2,3,1,1.06,20.23
23,19,6,3,1,2.57,24.82
58,14,5,1,0,0.68,10.7
172,14,2,6,0,0.0,17.28
9,15,4,1,0,3.28,13.76
48,16,4,11,0,0.9,23.11
73,20,0,3,1,1.9,21.67
152,21,0,4,1,1.33,25.45
105,7,3,3,0,6.42,17.32
21,5,2,9,0,3.59,25.45
180,11,3,5,0,1.86,22.08
6,19,5,10,1,0.0,28.88
62,14,6,9,0,0.0,19.21
186,17,2,2,0,2.52,10.63
174,10,6,7,0,0.36,22.64
39,22,4,3,0,4.4,18.26
27,13,6,6,1,0.94,27.33
167,18,2,4,1,0.0,17.4
135,8,2,11,0,10.77,35.95
54,11,2,9,0,7.39,27.5
9,12,3,7,1,1.25,29.83
5,18,5,3,1,0.0,21.27
142,0,1,11,0,0.35,24.1
20,14,1,8,0,2.42,23.48
158,13,4,6,1,2.59,21.56
141,12,6,10,1,10.94,38.28
126,12,4,4,1,1.15,22.76
183,20,1,10,1,7.82,43.06
17,11,1,6,0,0.51,18.78
62,10,0,8,0,0.0,17.86
133,13,5,4,1,0.71,21.02
31,18,2,4,1,4.32,27.66
22,22,1,11,0,1.73,24.79
67,14,3,7,0,0.5,20.79
21,20,5,7,1,3.04,26.53
162,10,2,7,0,3.62,29.16
115,17,6,2,0,3.09,13.98
158,11,5,5,0,4.04,27.76
149,15,0,7,0,0.35,16.0
161,13,6,2,1,2.85,25.99
81,18,4,3,1,6.73,28.69
119,18,6,10,1,5.56,38.37
96,11,3,6,0,1.97,19.4
103,20,0,10,1,1.04,32.45
182,20,3,4,1,1.23,21.74
137,19,0,7,1,0.72,26.28
195,10,2,2,0,0.4,11.75
27,10,6,3,0,0.0,18.73
101,9,5,1,0,0.0,12.03
168,13,6,6,1,1.56,26.23
139,17,3,6,0,1.39,17.53
91,11,0,8,0,1.39,22.47
117,18,0,9,1,4.64,39.21
178,18,1,1,1,1.64,17.98
90,19,1,7,1,3.22,28.02
149,10,0,4,0,0.0,17.34
40,12,2,1,1,1.02,17.24
143,11,1,3,0,2.55,15.3
60,12,5,4,1,1.93,20.83
169,23,6,6,0,0.35,22.39
103,12,3,8,1,1.2,23.25
83,21,4,4,1,2.35,15.43
170,12,3,8,1,3.34,25.75
7,17,5,11,0,0.0,24.41
179,19,5,7,1,8.14,29.88
187,10,3,11,0,5.04,29.88
87,11,1,8,0,4.57,24.1
5,9,1,2,0,0.0,19.66
126,7,5,10,0,2.29,30.31
159,19,3,10,1,0.0,29.52
128,20,5,10,1,5.4,37.0
29,8,3,9,0,2.12,24.89
27,14,0,3,0,0.0,13.23
84,10,2,8,0,0.0,25.39
62,19,0,6,1,1.21,26.71
37,20,4,3,1,0.92,18.56
30,15,5,8,0,0.0,25.78
16,7,2,8,0,0.64,25.59
183,10,4,10,0,6.4,26.82
100,22,3,11,0,0.0,25.63
133,23,3,11,0,0.07,26.18
177,7,1,2,0,2.91,17.59
95,15,1,1,0,6.73,11.09
81,20,1,10,1,6.45,26.78
6,21,4,10,1,0.43,27.73
160,22,4,6,0,5.2,23.06
3,13,2,5,1,3.57,21.73
89,18,5,11,1,6.62,35.78
105,10,5,11,0,7.59,38.4
84,9,5,3,0,0.0,15.88
124,21,3,9,1,0.0,28.57
119,17,5,1,0,6.34,18.1
149,9,6,1,0,0.0,14.4
6,18,4,10,1,0.0,29.34
185,14,5,4,0,3.35,18.34
129,12,1,7,1,0.04,22.07
37,16,6,7,0,0.73,24.99
176,20,0,11,1,1.08,32.27
151,10,2,6,0,7.97,26.81
173,9,2,2,0,1.34,6.1
146,19,0,5,1,0.0,20.8
73,17,3,8,0,0.0,21.62
185,14,5,1,0,0.31,14.3
103,7,4,1,0,2.75,11.5
27,7,1,11,0,0.39,31.02
193,7,1,10,0,4.99,25.01
171,10,2,1,0,4.55,10.03
178,20,5,11,1,2.48,33.57
146,10,1,10,0,0.0,24.7
131,20,0,4,1,0.0,18.31
169,20,0,8,1,0.32,30.12
105,13,0,8,1,7.62,34.38
135,9,0,1,0,9.26,19.3
64,20,1,10,1,0.0,27.22
110,13,6,10,1,0.0,34.85
117,18,1,6,1,2.97,25.87
149,0,4,2,0,0.54,12.39
139,13,1,4,1,0.71,12.07
13,7,2,5,0,6.45,19.7
117,13,4,8,1,3.39,21.59
166,11,4,11,0,5.13,31.71
166,0,0,6,0,7.33,27.68
124,21,3,4,1,0.0,22.17
200,9,5,2,0,5.86,15.24
87,23,3,11,0,4.76,35.19
119,15,2,9,0,7.39,29.6
190,11,1,9,0,0.0,23.13
123,8,3,8,0,0.81,20.39
75,12,5,1,1,5.5,20.2
73,13,3,6,1,0.0,19.25
74,12,4,7,1,4.02,23.82
110,8,6,2,0,0.0,10.78
41,13,2,4,1,0.31,18.02
138,22,6,3,0,4.77,14.18
96,20,3,7,1,0.83,23.35
110,15,6,10,0,0.0,28.19
75,7,4,11,0,1.57,30.35
181,13,4,9,1,1.11,26.97
2,11,6,11,0,8.19,34.84
98,19,0,1,1,3.04,16.21
156,17,4,2,0,0.83,14.0
148,18,1,5,1,3.4,24.41
196,21,4,10,1,0.22,25.59
36,18,1,9,1,5.89,34.38
119,10,4,1,0,8.34,16.61
41,16,5,8,0,0.0,22.49
99,12,3,1,1,1.29,22.28
187,12,1,9,1,3.78,30.83
167,10,1,9,0,0.83,28.99
133,20,1,11,1,0.0,30.29
117,12,4,6,1,5.4,25.58
179,19,3,2,1,8.99,22.36
12,20,2,6,1,11.05,30.6
68,13,5,3,1,3.64,23.19
77,13,5,9,1,5.04,32.64
48,18,0,9,1,3.74,31.89
57,12,5,9,1,0.49,30.63
168,10,2,7,0,0.0,24.32
146,20,4,7,1,0.0,25.21
175,18,3,7,1,3.95,29.09
33,11,3,3,0,0.0,15.7
183,10,2,7,0,7.96,26.26
141,17,0,3,0,12.12,23.66
113,18,0,9,1,7.77,35.09
69,11,1,5,0,1.23,13.2
189,18,6,6,1,2.35,28.31
118,20,4,1,1,0.04,13.17
185,7,2,10,0,0.0,26.39
89,15,6,9,0,5.07,30.31
90,13,6,6,1,3.61,33.77
44,11,6,4,0,8.23,22.18
132,21,5,1,1,0.43,14.61
51,21,1,6,1,11.16,24.46
178,14,5,7,0,2.96,25.7
70,8,4,7,0,13.34,33.61
158,17,4,8,0,3.52,22.18
88,8,1,8,0,4.64,31.43
62,8,4,4,0,2.12,14.33
65,9,1,8,0,1.53,23.82
17,14,2,4,0,1.19,13.41
38,22,5,4,0,1.22,14.3
159,10,6,10,0,2.59,30.5
147,18,6,4,1,3.18,26.09
126,21,3,1,1,0.37,8.67
12,16,0,5,0,10.21,23.36
47,13,4,10,1,2.29,32.8
185,13,0,6,1,1.02,28.19
178,23,4,6,0,0.38,20.75
83,21,0,3,1,0.49,12.79
9,21,2,4,1,2.91,21.23
109,18,1,11,1,0.91,29.99
96,14,4,6,0,2.79,21.84
156,15,3,3,0,2.43,10.97
196,18,2,2,1,2.0,16.59
161,6,1,4,0,0.43,14.11
69,13,1,11,1,1.06,34.54
126,20,6,4,1,1.87,22.52
69,5,2,8,0,0.41,20.14
11,21,3,8,1,0.2,24.12
145,15,6,10,0,2.15,33.37
69,10,3,10,0,1.06,26.6
183,11,2,3,0,7.61,16.25
121,17,0,7,0,6.54,20.07
117,12,3,6,1,3.76,29.89
41,15,2,8,0,0.45,24.14
131,4,1,8,0,2.73,25.26
175,19,4,2,1,3.13,16.82
59,12,1,3,1,1.78,14.14
77,19,1,1,1,4.71,15.69
194,19,2,7,1,4.94,21.03
177,20,5,7,1,2.34,24.46
174,16,5,10,0,0.0,30.49
139,12,4,10,1,1.34,31.46
81,12,4,6,1,4.2,28.17
4,23,2,2,0,2.09,14.47
26,7,3,4,0,4.27,21.14
106,18,2,10,1,1.13,27.51
132,16,1,3,0,0.09,19.09
74,20,0,3,1,5.73,18.61
19,17,6,9,0,1.84,30.83
20,16,1,8,0,0.51,20.54
9,3,0,10,0,2.84,27.15
2,2,6,11,0,8.81,34.93
6,18,2,10,1,0.34,25.59
124,21,5,1,1,0.0,12.64
99,21,0,11,1,0.0,35.04
186,17,6,5,0,4.14,22.21
79,18,6,10,1,0.65,44.41
16,18,0,6,1,1.17,27.75
169,10,1,2,0,0.0,12.55
77,16,1,7,0,5.8,25.58
9,23,4,3,0,2.09,17.16
55,10,2,5,0,0.23,15.85
115,18,0,9,1,1.29,30.54
18,16,0,8,0,1.99,24.26
152,14,1,6,0,0.45,15.83
82,23,0,10,0,3.78,29.49
122,9,6,2,0,7.0,21.85
133,21,4,9,1,0.08,27.49
136,17,5,3,0,0.29,13.66
159,7,3,9,0,0.0,26.79
182,8,4,9,0,1.84,24.28
155,11,0,2,0,12.21,14.94
111,13,1,7,1,0.6,26.62
167,13,2,11,1,3.68,27.52
11,11,4,1,0,0.89,9.72
85,19,5,7,1,1.55,28.12
153,16,1,8,0,1.26,21.14
167,19,2,11,1,2.05,36.95
42,18,2,3,1,1.33,20.34
6,11,0,5,0,1.62,21.18
4,12,5,7,1,0.74,27.33
133,12,3,10,1,1.53,28.86
138,6,2,11,0,3.63,27.5
94,4,3,10,0,2.57,22.93
9,9,1,4,0,3.41,19.02
111,19,2,6,1,0.0,25.09
105,5,6,4,0,5.74,25.26
127,12,5,1,1,3.26,19.75
186,15,0,7,0,3.31,24.76
199,18,5,10,1,6.51,31.63
199,10,5,3,0,7.59,27.69
165,19,0,5,1,1.47,16.73
195,7,6,6,0,1.37,25.07
100,15,1,4,0,0.0,9.51
66,9,3,4,0,4.07,16.88
103,10,1,2,0,0.26,8.85
136,13,5,4,1,1.31,15.07
164,13,5,5,1,4.28,27.6
97,17,2,5,0,0.71,17.57
5,6,4,3,0,0.0,14.87
130,7,4,4,0,2.42,15.81
194,12,4,1,1,2.22,15.41
4,8,0,5,0,4.73,24.98
90,10,2,1,0,2.4,7.78
63,18,3,9,1,5.66,22.77
108,10,2,9,0,4.37,27.21
182,17,6,2,0,0.0,15.07
191,6,0,6,0,0.07,18.06
183,13,5,7,1,9.34,31.18
25,16,5,9,0,2.59,29.85
119,12,0,9,1,7.51,38.76
21,23,1,6,0,3.13,19.1
62,12,2,6,1,0.0,26.79
8,0,6,1,0,5.61,16.32
21,10,5,11,0,3.23,30.94
184,18,1,1,1,7.44,20.75
190,20,1,4,1,0.0,13.19
31,12,0,9,1,3.03,27.34
151,11,2,6,0,7.72,26.43
134,11,1,8,0,1.41,27.16
67,14,2,8,0,2.43,25.75
45,6,2,6,0,1.43,14.9
109,18,6,10,1,1.29,35.01
19,21,5,5,1,2.62,28.38
22,12,0,5,1,0.23,24.91
157,10,0,2,0,2.73,15.79
22,11,4,3,0,1.59,10.01
80,22,5,3,0,0.19,15.33
114,18,4,3,1,4.54,22.77
8,13,4,6,1,5.92,25.54
132,17,5,11,0,0.0,27.09
4,10,4,1,0,2.79,11.56
10,21,6,4,1,4.63,28.15
101,11,5,7,0,2.35,30.88
82,5,0,8,0,2.76,23.71
58,18,3,5,1,0.9,20.11
200,16,4,4,0,5.35,16.37
22,0,6,5,0,0.0,17.32
47,12,0,2,1,0.0,17.19
110,19,0,8,1,0.0,27.46
38,16,2,8,0,1.0,23.41
39,9,3,10,0,4.89,26.81
53,19,0,1,1,8.87,22.85
149,21,1,4,1,0.0,19.77
84,15,6,10,0,0.0,33.86
138,21,3,2,1,4.62,18.63
19,19,5,6,1,0.75,26.36
138,22,6,11,0,3.31,33.77
192,19,1,1,1,9.38,20.35
130,10,2,9,0,3.6,29.37
63,19,2,4,1,5.76,23.01
148,22,6,8,0,1.0,27.83
191,9,5,9,0,0.89,22.05
142,19,0,7,1,0.61,21.1
106,8,1,1,0,0.0,6.93
154,12,1,11,1,1.76,35.27
22,17,0,10,0,1.85,23.74
132,17,3,5,0,0.56,16.71
59,8,3,9,0,1.65,31.02
30,18,0,2,1,0.0,15.46
138,13,5,3,1,2.96,23.44
199,12,2,8,1,7.32,29.66
183,19,2,5,1,7.71,30.71
66,21,3,2,1,0.94,17.8
118,9,2,10,0,0.0,24.85
59,18,3,9,1,0.0,28.68
81,11,5,5,0,5.27,21.26
195,18,2,11,1,1.15,33.65
141,5,3,1,0,9.32,19.53
46,9,3,9,0,1.78,25.26
103,13,0,8,1,1.34,24.18
85,13,2,5,1,0.56,24.91
106,12,4,9,1,0.0,28.74
113,6,2,5,0,6.96,21.63
42,20,3,6,1,2.01,25.03
86,12,3,7,1,1.69,24.86
110,13,5,11,1,0.74,40.67
87,17,2,1,0,4.89,9.35
128,18,2,3,1,7.31,19.77
48,14,0,6,0,2.22,20.43
194,14,6,5,0,4.23,31.03
122,4,2,1,0,9.29,18.24
114,9,0,1,0,4.34,10.34
44,12,4,10,1,8.88,40.79
126,13,2,2,1,1.82,14.96
199,16,4,5,0,6.69,13.78
27,10,1,3,0,0.0,13.78
191,8,1,2,0,0.0,14.23
142,13,3,4,1,0.57,15.72
185,19,0,7,1,0.35,25.23
200,16,6,8,0,4.02,25.85
83,16,5,10,0,2.32,26.45
135,18,0,10,1,9.05,39.36
107,20,2,8,1,1.47,23.49
170,22,6,7,0,2.16,28.57
4,5,4,8,0,1.79,20.4
119,14,5,11,0,7.08,32.1
35,18,1,7,1,9.0,24.62
197,16,1,8,0,5.41,25.87
127,12,3,5,1,5.0,21.93
117,21,6,4,1,1.92,32.42
24,9,5,3,0,2.66,24.08
103,16,3,2,0,0.82,13.19
18,7,4,8,0,2.81,21.36
123,17,3,8,0,1.62,22.69
120,16,2,5,0,1.34,14.9
32,15,2,8,0,0.13,21.44
90,12,1,2,1,2.32,17.04
114,10,5,2,0,3.79,17.5
180,23,2,7,0,0.0,21.03
154,13,4,6,1,3.2,19.12
112,6,6,10,0,0.67,29.5
4,14,3,3,0,2.83,20.58
146,16,3,4,0,0.0,19.94
133,20,1,1,1,1.57,15.17
115,10,1,4,0,2.38,14.11
189,17,2,9,0,2.64,29.93
145,17,3,11,0,0.95,31.45
29,15,1,10,0,1.85,25.3
99,16,0,1,0,0.0,7.27
167,14,5,6,0,2.12,19.28
134,10,6,6,0,1.68,23.58
61,9,2,8,0,2.59,23.53
152,17,0,1,0,2.44,16.62
165,10,3,10,0,0.57,23.47
171,9,1,8,0,4.16,22.65
162,12,4,6,1,2.19,24.73
137,17,5,7,0,2.71,28.84
20,20,4,5,1,0.92,23.6
1,18,6,2,1,0.92,20.8
109,13,4,1,1,0.8,16.16
63,22,1,7,0,6.0,22.22
186,17,1,6,0,2.21,17.59
49,12,6,5,1,1.84,25.32
148,10,3,6,0,1.53,16.0
21,18,6,9,1,2.9,28.62
15,15,3,3,0,0.0,8.98
13,20,1,6,1,4.74,31.59
48,8,0,10,0,1.88,27.02
7,12,4,9,1,0.0,27.98
44,15,3,4,0,7.22,23.12
1,7,4,8,0,1.39,20.96
74,16,3,7,0,4.84,23.55
175,14,3,4,0,3.8,11.07
133,8,0,1,0,0.42,11.24
103,12,6,10,1,0.96,32.88
147,21,6,5,1,2.73,23.91
109,14,3,4,0,0.55,17.3
167,18,3,10,1,1.82,30.29
136,17,3,1,0,2.05,8.63
80,11,1,3,0,0.0,13.79
116,20,1,2,1,5.39,19.96
42,11,5,3,0,1.28,19.95
151,11,4,8,0,7.57,26.81
192,10,4,10,0,9.59,38.41
154,23,3,6,0,2.94,17.42
98,5,3,2,0,2.55,13.39
96,11,3,6,0,2.0,20.33
55,0,2,3,0,1.42,16.46
110,12,6,3,1,0.0,25.61
178,20,0,3,1,0.74,15.69
178,14,6,5,0,1.98,21.27
172,14,3,4,0,0.0,12.47
10,10,1,5,0,2.9,22.25
27,13,1,3,1,0.13,20.65
139,8,3,3,0,0.42,10.26
153,22,0,3,0,0.51,10.64
144,16,6,7,0,0.04,20.88
62,0,2,6,0,2.23,20.02
2,8,3,9,0,9.61,33.33
107,14,6,7,0,1.14,23.4
2,21,0,10,1,6.21,35.03
127,17,5,1,0,3.93,11.23
18,10,6,8,0,2.07,22.66
150,13,1,5,1,2.01,26.17
160,15,2,8,0,4.14,19.88
150,10,1,11,0,1.45,27.36
144,18,6,8,1,0.66,32.21
78,12,1,4,1,2.03,17.02
85,13,6,4,1,1.85,25.64
4,1,2,10,0,2.34,25.9
16,11,1,11,0,0.47,24.17
167,14,2,4,0,0.21,19.79
145,13,2,6,1,1.1,23.56
67,21,4,8,1,0.0,25.15
66,5,1,5,0,2.64,15.24
141,14,2,7,0,10.9,29.84
139,14,3,9,0,0.91,25.16
137,18,5,6,1,1.07,19.36
72,6,2,1,0,0.21,3.39
90,9,2,11,0,3.81,32.99
100,15,3,4,0,0.25,14.75
120,17,6,6,0,2.49,23.05
190,10,3,6,0,1.31,17.15
119,13,4,6,1,7.04,28.08
147,7,0,2,0,3.29,15.0
75,10,1,11,0,4.51,36.27
92,9,2,11,0,2.58,31.95
27,22,3,4,0,0.0,14.25
49,12,2,11,1,3.24,28.96
92,9,5,2,0,4.78,13.57
103,16,5,8,0,0.98,30.58
38,11,1,9,0,0.0,25.5
185,8,2,7,0,0.0,21.8
66,18,2,7,1,3.75,24.0
150,18,2,1,1,0.0,15.43
44,11,6,10,0,7.35,36.8
146,19,3,4,1,1.97,22.42
154,19,2,3,1,2.53,18.29
79,20,1,4,1,0.68,24.41
89,12,2,2,1,6.82,21.04
118,18,1,10,1,1.51,34.07
184,7,0,6,0,7.55,25.82
78,15,3,9,0,0.0,25.85
171,8,0,6,0,2.73,18.53
150,16,3,7,0,0.0,22.66
175,19,2,8,1,1.22,29.81
28,13,6,8,1,0.87,30.8
7,14,0,2,0,1.58,17.7
145,19,0,6,1,1.92,20.69
149,17,1,7,0,0.0,24.39
166,7,2,5,0,5.47,12.79
181,21,2,1,1,0.22,20.96
163,19,1,2,1,3.43,23.93
69,9,2,10,0,0.36,27.42
68,9,5,8,0,5.24,31.87
65,13,6,5,1,1.27,23.57
90,21,0,3,1,0.62,14.1
168,18,0,9,1,0.14,25.7
1,18,1,3,1,0.72,10.73
102,17,2,7,0,2.87,18.21
63,7,0,1,0,6.09,14.41
188,21,3,6,1,3.43,22.71
56,10,2,6,0,6.07,18.43
113,17,0,10,0,6.51,33.04
17,17,1,8,0,1.18,27.62
